time(ms);RPM(1/min);MAP(kPa);IAT2(°C);TP_REL(%);FRP(kPa);SHRTFT1(%);SHRTFT2(%);LOAD(%);TCBP_DSD(kPa);WGATE_PRES(kPa);FUELSYS_A_PCTB1(%);FUELSYS_B_PCTB1(%)
291;620;61.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
299;620;61.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
308;619;61.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
321;619;62.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
330;619;62.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
340;619;62.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
349;618;62.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
369;618;62.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
380;618;62.0;53;3.53;10040.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
389;618;62.0;53;3.53;10040.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
401;618;62.0;53;3.53;10040.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
410;619;62.0;53;3.53;10040.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
421;619;62.0;53;3.53;10040.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
429;619;62.0;53;3.53;10030.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
442;619;61.0;53;3.53;10030.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
452;619;61.0;53;3.53;10030.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
460;620;61.0;53;3.53;10020.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
469;620;61.0;53;3.53;10020.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
485;620;61.0;53;3.53;10010.0;0.78;-2.34;51.37;98.9;98.0;0.00;100.00
501;620;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
510;619;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
522;619;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
531;619;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
540;619;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
549;618;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
558;618;60.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
568;618;60.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
582;618;60.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
589;617;60.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
608;617;60.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
622;618;60.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
630;618;60.0;53;3.53;10000.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
639;619;60.0;53;3.53;10000.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
650;619;60.0;53;3.53;10000.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
661;620;60.0;53;3.53;10000.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
670;620;60.0;53;3.53;10010.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
680;621;60.0;53;3.53;10010.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
689;621;60.0;53;3.53;10010.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
699;622;60.0;53;3.53;10020.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
709;622;60.0;53;3.53;10020.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
727;623;60.0;53;3.53;10030.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
743;623;60.0;53;3.53;10030.0;0.78;-1.56;51.76;98.9;98.0;0.00;100.00
762;623;60.0;53;3.53;10030.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
768;623;60.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
780;623;60.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
790;623;60.0;53;3.53;10040.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
801;623;60.0;53;3.53;10030.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
810;623;61.0;53;3.53;10030.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
822;623;61.0;53;3.53;10030.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
830;623;61.0;53;3.53;10020.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
839;623;61.0;53;3.53;10020.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
859;623;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
871;624;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
878;624;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
890;624;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
900;625;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
910;625;61.0;53;3.53;10000.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
924;626;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
940;626;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
949;627;61.0;53;3.53;10010.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
962;627;61.0;53;3.53;10020.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
971;627;61.0;53;3.53;10020.0;0.78;-1.56;51.37;98.9;98.0;0.00;100.00
986;628;61.0;53;3.53;10030.0;0.00;-1.56;51.37;98.9;98.0;0.00;100.00
1000;628;61.0;53;3.53;10030.0;0.00;-2.34;51.37;98.9;98.0;0.00;100.00
1010;628;61.0;53;3.53;10030.0;0.00;-2.34;50.98;98.9;98.0;0.00;100.00
1023;628;61.0;53;3.53;10040.0;0.00;-2.34;50.98;98.9;98.0;0.00;100.00
1031;629;61.0;53;3.53;10040.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1039;629;61.0;53;3.53;10040.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1050;629;61.0;53;3.53;10030.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1059;629;60.0;53;3.53;10030.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1069;630;60.0;53;3.53;10030.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1079;630;60.0;53;3.53;10020.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1090;630;60.0;53;3.53;10020.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1106;630;60.0;53;3.53;10010.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1121;631;60.0;53;3.53;10010.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1130;631;60.0;53;3.53;10010.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1141;631;60.0;53;3.53;10000.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1149;632;60.0;53;3.53;10000.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1161;632;60.0;53;3.53;10000.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1169;633;60.0;53;3.53;10010.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1179;633;60.0;53;3.53;10010.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1190;633;60.0;53;3.53;10010.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1198;634;60.0;53;3.53;10020.0;0.00;-2.34;50.98;98.9;97.5;0.00;100.00
1211;634;60.0;53;3.53;10020.0;0.00;-2.34;50.59;98.9;97.5;0.00;100.00
1227;635;60.0;53;3.53;10030.0;0.00;-2.34;50.59;98.9;97.5;0.00;100.00
1240;634;60.0;53;3.53;10030.0;0.00;-1.56;50.59;98.9;97.5;0.00;100.00
1251;634;60.0;53;3.53;10030.0;0.00;-1.56;50.59;98.9;97.5;0.00;100.00
1260;634;60.0;53;3.53;10040.0;0.00;-1.56;50.59;98.9;97.5;0.00;100.00
1270;634;59.0;53;3.53;10040.0;0.00;-1.56;50.59;98.9;98.0;0.00;100.00
1279;633;59.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1291;633;59.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1301;633;59.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1311;633;59.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1323;633;59.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1330;632;58.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1345;632;58.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1360;632;58.0;53;3.53;10040.0;0.00;-1.56;50.20;98.9;98.0;0.00;100.00
1369;632;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1381;631;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1390;631;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1399;631;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1410;630;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1422;630;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1431;630;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1440;630;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1451;629;58.0;53;3.53;10040.0;0.00;-1.56;49.80;98.9;98.0;0.00;100.00
1466;629;58.0;53;3.53;10040.0;-0.78;-1.56;49.80;98.9;98.0;0.00;100.00
1479;629;58.0;53;3.53;10040.0;-0.78;-1.56;49.80;98.9;98.0;0.00;100.00
1489;628;58.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1501;628;58.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1511;627;59.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1523;627;59.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1530;627;59.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1540;626;59.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1551;626;59.0;53;3.53;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1561;625;59.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1570;625;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1586;625;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1599;624;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1609;624;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1622;624;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1631;624;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1640;624;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1651;623;60.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1660;623;61.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1671;623;61.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1678;623;61.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1690;623;61.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1706;622;61.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1722;622;61.0;53;3.92;10040.0;-0.78;-1.56;50.20;98.9;98.0;0.00;100.00
1730;622;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1750;622;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1761;622;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1769;621;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1782;621;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1790;621;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1799;621;61.0;53;3.92;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1811;621;61.0;53;3.53;10040.0;-0.78;-1.56;50.59;98.9;98.0;0.00;100.00
1822;621;61.0;53;3.53;10040.0;-0.78;-1.56;50.98;98.9;98.0;0.00;100.00
1837;620;61.0;53;3.53;10040.0;-0.78;-1.56;50.98;98.9;98.0;0.00;100.00
1849;620;61.0;53;3.53;10040.0;-0.78;-1.56;50.98;98.9;98.0;0.00;100.00
1860;620;61.0;53;3.53;10040.0;-0.78;-1.56;50.98;98.9;98.0;0.00;100.00
1870;620;61.0;53;3.53;10040.0;-0.78;-1.56;50.98;98.9;98.0;0.00;100.00
1879;620;61.0;53;3.53;10040.0;-0.78;-1.56;50.98;98.9;98.0;0.00;100.00
1890;620;61.0;53;3.53;10040.0;-0.78;-1.56;51.37;98.9;98.0;0.00;100.00
1901;619;61.0;53;3.53;10040.0;-0.78;-1.56;51.37;98.9;98.0;0.00;100.00
1910;619;60.0;53;3.53;10040.0;-0.78;-1.56;51.37;98.9;98.0;0.00;100.00
1919;619;60.0;53;3.53;10040.0;-0.78;-1.56;51.37;98.9;98.0;0.00;100.00
1931;619;60.0;53;3.92;10040.0;-0.78;-1.56;51.37;98.9;98.0;0.00;100.00
1940;619;60.0;53;3.92;10040.0;-0.78;-1.56;51.37;98.9;98.0;0.00;100.00
1958;619;60.0;53;3.92;10040.0;0.00;-1.56;51.37;98.9;98.0;0.00;100.00
1971;619;60.0;53;3.92;10040.0;0.00;-1.56;51.37;98.9;98.0;0.00;100.00
1980;619;60.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;98.0;0.00;100.00
1991;619;60.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;98.0;0.00;100.00
2000;619;60.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2010;619;60.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2020;619;60.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2030;619;61.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2041;619;61.0;53;3.92;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2051;619;61.0;53;3.53;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2060;619;61.0;53;3.53;10040.0;0.00;-1.56;51.76;98.9;97.5;0.00;100.00
2079;619;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2090;619;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2100;618;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2109;618;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2122;618;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2131;618;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2142;618;61.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2149;617;62.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2159;617;62.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2170;617;62.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2179;617;62.0;53;3.53;10040.0;0.78;-1.56;51.76;98.9;97.5;0.00;100.00
2196;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;97.5;0.00;100.00
2210;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;97.5;0.00;100.00
2219;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;97.5;0.00;100.00
2231;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;97.5;0.00;100.00
2239;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2249;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2261;616;62.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2269;616;61.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2279;616;61.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2292;616;61.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2300;616;61.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2321;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2332;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2340;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2351;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2362;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2369;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2381;616;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2391;616;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2401;616;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2409;616;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2422;616;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2439;616;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2450;617;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2459;617;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2471;617;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;97.5;0.00;100.00
2482;617;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2491;617;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2502;617;60.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2510;617;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2520;617;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2533;618;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2540;618;61.0;53;3.53;10040.0;2.34;-1.56;51.76;98.9;98.0;0.00;100.00
2559;618;61.0;53;3.53;10040.0;1.56;-1.56;51.76;98.9;98.0;0.00;100.00
2571;618;61.0;53;3.53;10040.0;1.56;-0.78;51.76;98.9;98.0;0.00;100.00
2583;617;61.0;53;3.53;10040.0;1.56;-0.78;51.37;98.9;98.0;0.00;100.00
2599;617;61.0;53;3.53;10040.0;1.56;-0.78;51.37;98.9;98.0;0.00;100.00
2611;617;61.0;53;3.53;10040.0;1.56;-0.78;51.37;98.9;98.0;0.00;100.00
2622;617;61.0;53;3.53;10040.0;1.56;-0.78;51.37;98.9;98.0;0.00;100.00
2630;617;61.0;53;3.53;10040.0;1.56;-0.78;51.37;98.9;98.0;0.00;100.00
2639;616;61.0;53;3.53;10040.0;1.56;-0.78;51.37;98.9;98.0;0.00;100.00
2652;616;61.0;53;3.53;10040.0;0.78;-0.78;51.37;98.9;98.0;0.00;100.00
2660;616;61.0;53;3.53;10040.0;0.78;-0.78;51.37;98.9;98.0;0.00;100.00
2671;616;61.0;53;3.53;10040.0;0.78;-0.78;51.37;98.9;98.0;0.00;100.00
2687;616;61.0;53;3.53;10040.0;0.78;-0.78;51.37;98.9;98.0;0.00;100.00
2700;615;61.0;53;3.53;10040.0;0.78;-0.78;51.37;98.9;98.0;0.00;100.00
2710;614;61.0;53;3.53;10040.0;0.78;-0.78;51.37;98.9;98.0;0.00;100.00
2723;613;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2739;613;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2751;612;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2759;611;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2771;610;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2781;610;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2790;609;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2799;608;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2818;607;61.0;53;3.53;10040.0;0.00;-0.78;51.37;98.9;98.0;0.00;100.00
2832;607;61.0;53;3.53;10040.0;0.00;0.00;51.37;98.9;98.0;0.00;100.00
2842;607;62.0;53;3.53;10040.0;0.00;0.00;51.76;98.9;98.0;0.00;100.00
2862;606;63.0;53;3.53;10040.0;0.00;0.00;51.76;98.9;98.0;0.00;100.00
2871;606;64.0;53;3.92;10040.0;0.00;0.00;51.76;98.9;98.0;0.00;100.00
2880;605;65.0;53;4.31;10040.0;0.00;0.00;51.76;98.9;98.0;0.00;100.00
2891;605;66.0;53;4.71;10040.0;0.00;0.00;51.76;98.9;98.0;0.00;100.00
2900;604;66.0;53;5.10;10040.0;0.00;0.00;51.76;98.9;98.0;0.00;100.00
2911;604;67.0;53;5.49;10040.0;0.00;0.00;53.33;98.9;98.0;0.00;100.00
2921;603;68.0;53;5.49;10040.0;0.00;0.00;54.90;98.9;98.0;0.00;100.00
2931;603;69.0;53;5.88;10040.0;0.00;0.00;56.08;98.9;98.0;0.00;100.00
2947;603;70.0;53;6.27;10040.0;0.00;0.00;57.65;98.9;98.0;0.00;100.00
2961;605;71.0;53;6.67;10040.0;0.00;-0.78;59.22;98.9;98.0;0.00;100.00
2969;607;72.0;53;7.06;10040.0;0.00;-0.78;60.78;98.9;98.0;0.00;100.00
2981;609;72.0;53;7.45;10040.0;0.00;-0.78;62.35;98.9;98.0;0.00;100.00
2991;612;73.0;53;7.45;10040.0;0.00;-0.78;63.92;98.9;98.0;0.00;100.00
3002;614;73.0;53;7.06;10040.0;0.00;-0.78;65.10;98.9;98.0;0.00;100.00
3011;616;74.0;53;7.06;10040.0;0.00;-0.78;66.67;98.9;98.0;0.00;100.00
3021;618;74.0;53;6.67;10040.0;0.00;-0.78;68.24;98.9;98.0;0.00;100.00
3029;620;75.0;53;6.67;10040.0;0.00;-0.78;68.63;98.9;98.0;0.00;100.00
3042;623;75.0;53;6.27;10040.0;0.00;-0.78;69.02;98.9;98.0;0.00;100.00
3051;625;76.0;53;6.27;10040.0;0.00;-0.78;69.02;98.9;98.0;0.00;100.00
3065;627;76.0;53;5.88;10040.0;0.00;-0.78;69.41;98.9;98.0;0.00;100.00
3080;635;77.0;53;5.88;10040.0;0.00;-0.78;69.80;98.9;98.0;0.00;100.00
3092;642;77.0;53;5.49;10040.0;0.00;-0.78;70.20;98.9;98.0;0.00;100.00
3100;649;77.0;53;5.49;10040.0;0.00;-0.78;70.59;98.9;98.0;0.00;100.00
3112;657;77.0;53;5.49;10040.0;0.00;-0.78;70.98;98.9;98.0;0.00;100.00
3121;664;77.0;53;5.49;10040.0;0.00;-0.78;70.98;98.9;98.0;0.00;100.00
3131;671;77.0;53;5.49;10040.0;0.00;-0.78;71.37;98.9;98.0;0.00;100.00
3141;679;77.0;53;5.49;10040.0;0.00;-0.78;71.76;98.9;98.0;0.00;100.00
3150;686;77.0;53;5.49;10040.0;0.00;-0.78;71.76;98.9;98.0;0.00;100.00
