time(ms);RPM(1/min);IAT2(°C);SHRTFT1(%);SHRTFT2(%);LOAD(%);ECT(°C)
0;625;-;-;-;-;-
0;626;49;-;-;-;-
11;627;49;0.00;-;-;-
21;627;49;0.00;0.00;-;-
32;628;49;0.00;0.00;25.88;-
40;629;49;0.00;0.00;25.88;87
51;629;49;0.00;0.00;25.88;87
61;630;49;0.00;0.00;25.88;87
70;631;49;0.00;0.00;25.88;87
83;632;49;0.00;0.00;25.88;87
89;632;49;0.00;0.00;25.88;87
99;633;49;0.00;0.00;25.88;87
111;634;49;0.00;0.00;25.88;87
120;632;49;0.00;0.00;25.88;87
132;631;49;0.00;0.00;25.88;87
140;629;49;0.00;0.00;25.88;87
149;628;49;0.00;0.00;25.88;87
163;626;49;0.00;0.00;25.88;87
180;625;49;0.00;0.00;25.88;87
191;624;49;0.00;0.00;25.88;87
200;624;49;0.00;0.00;25.88;87
211;624;49;0.00;0.00;25.88;87
222;624;49;0.00;0.00;25.88;87
231;624;49;0.00;0.00;25.88;87
242;624;49;0.00;0.00;25.88;87
248;624;49;0.00;0.00;26.27;87
261;624;49;0.00;0.00;26.27;87
269;624;49;0.00;0.00;26.27;87
280;625;49;0.00;0.00;26.27;87
291;625;49;0.00;0.00;26.27;87
301;625;49;0.00;0.00;26.27;87
309;626;49;0.00;0.00;26.27;87
320;627;49;0.00;0.00;26.27;87
338;628;49;0.00;0.00;26.27;87
352;628;49;0.00;0.00;26.27;87
358;629;49;0.00;0.00;26.27;87
373;630;49;0.00;0.00;26.27;87
391;630;49;0.00;0.00;26.27;87
402;630;49;0.00;0.00;26.27;87
412;630;49;0.00;0.00;26.27;87
418;630;49;0.00;0.00;26.27;87
431;630;49;0.00;0.00;26.27;87
440;630;49;0.00;0.00;26.27;87
449;630;49;0.00;0.00;26.27;87
461;629;49;0.00;0.00;26.27;87
471;629;49;0.00;0.00;26.27;87
480;629;49;0.00;0.00;26.27;87
490;628;49;0.00;0.00;26.27;87
499;628;49;0.00;0.00;26.27;87
513;628;49;0.00;0.00;26.27;87
531;628;49;0.00;0.00;26.27;87
539;629;49;0.00;0.00;26.27;87
550;629;49;0.00;0.00;26.27;87
562;629;49;0.00;0.00;26.27;87
570;629;49;0.00;0.00;26.27;87
580;630;49;0.00;0.00;26.27;87
591;631;49;0.00;0.00;26.27;87
600;632;49;0.00;0.00;26.27;87
610;632;49;0.00;0.00;26.27;87
621;633;49;0.00;0.00;26.27;87
632;634;49;0.00;0.00;26.27;87
641;633;49;0.00;0.00;25.88;87
649;632;49;0.00;0.00;25.88;87
659;632;49;0.00;0.00;25.88;87
671;631;49;0.00;0.00;25.88;87
680;630;49;0.00;0.00;25.88;87
690;629;49;0.00;0.00;25.88;87
701;629;49;0.00;0.00;25.88;87
710;628;49;0.00;0.00;25.88;87
719;628;49;0.00;0.00;25.88;87
732;627;49;0.00;0.00;25.88;87
740;627;49;0.00;0.00;25.88;87
749;626;49;0.00;0.00;25.88;87
760;627;49;0.00;0.00;25.88;87
769;627;49;0.00;0.00;25.88;87
781;628;49;0.00;0.00;25.88;87
792;629;49;0.00;0.00;25.88;87
798;629;49;0.78;0.00;25.88;87
810;630;49;0.78;0.00;25.88;87
819;630;49;0.78;0.00;25.88;87
831;631;49;0.78;0.00;25.88;87
840;631;49;0.78;0.00;25.88;87
850;631;49;0.78;0.00;25.88;87
862;631;49;0.78;0.00;25.88;87
871;631;49;0.78;0.00;25.88;87
879;631;49;0.78;0.00;25.88;87
891;631;49;0.78;0.00;25.88;87
900;631;49;0.78;0.00;25.88;87
911;631;49;0.78;0.00;25.88;87
920;631;49;0.78;0.00;25.88;87
934;630;49;0.78;0.00;25.88;87
950;630;49;0.78;0.00;25.88;87
960;630;49;0.78;0.00;25.88;87
971;631;49;0.78;0.00;25.88;87
979;631;49;0.78;0.00;25.88;87
988;631;49;0.78;0.00;25.88;87
1000;631;49;0.78;0.00;25.88;87
1011;631;49;0.78;0.00;25.88;87
1021;631;49;0.78;0.00;25.88;87
1031;632;49;0.78;0.00;25.88;87
1039;632;49;0.78;0.00;25.88;87
1052;632;49;0.78;0.00;25.88;87
1060;633;49;0.78;0.00;25.88;87
1071;632;49;0.78;0.00;25.88;87
1080;631;49;0.78;0.00;25.88;87
1089;631;49;0.78;0.00;25.88;87
1099;630;49;0.78;0.00;25.88;87
1111;629;49;0.78;0.00;25.88;87
1120;629;49;0.78;0.00;25.88;87
1132;629;49;0.78;0.00;25.88;87
1140;629;49;0.78;0.00;25.88;87
1151;629;49;0.78;0.00;25.88;87
1162;630;49;0.78;0.00;25.88;87
1171;630;49;0.78;0.00;25.88;87
1181;630;49;0.78;0.00;25.88;87
1189;630;49;0.78;0.00;25.88;87
1199;631;49;0.78;0.00;25.88;87
1211;631;49;0.78;0.00;25.88;87
1219;631;49;0.78;0.00;25.88;87
1233;631;49;0.78;0.00;25.88;87
1240;632;49;0.78;0.00;25.88;87
1251;631;49;0.78;0.00;25.88;87
1260;631;49;0.78;0.00;25.88;87
1269;630;49;0.78;0.00;25.88;87
1280;630;48;0.78;0.00;25.88;87
1291;629;48;0.78;0.00;25.88;87
1300;629;48;0.78;0.00;25.88;87
1312;629;48;0.78;0.00;25.88;87
1320;629;48;0.78;0.00;25.88;87
1341;629;48;0.78;0.00;25.88;87
1350;629;49;0.78;0.00;25.88;87
1359;629;49;0.78;0.00;25.88;87
1371;629;49;0.78;0.00;25.88;87
1381;629;49;0.78;0.00;25.88;87
1390;628;49;0.78;0.00;25.88;87
1400;628;49;0.78;0.00;25.88;87
1410;627;49;0.78;0.00;25.88;87
1418;627;49;0.78;0.00;25.88;87
1432;626;49;0.78;0.00;25.88;87
1439;626;49;0.78;0.00;25.88;87
1450;626;49;0.78;0.00;25.88;87
1461;626;49;0.78;0.00;25.88;87
1471;626;49;0.78;0.00;25.88;87
1480;627;49;0.78;0.00;25.88;87
1491;627;49;0.78;0.00;25.88;87
1502;627;49;0.78;0.00;25.88;87
1511;628;49;0.78;0.00;25.88;87
1519;628;49;0.78;0.00;25.88;87
1531;629;49;0.78;0.00;25.88;87
1540;629;49;0.78;0.00;25.88;87
1550;630;49;0.78;0.00;25.88;87
1560;630;49;0.78;0.00;25.88;87
1571;630;49;0.78;0.00;25.88;87
1581;630;49;0.78;0.00;25.88;87
1589;631;48;0.78;0.00;25.88;87
1600;631;48;0.78;0.00;25.88;87
1609;631;48;0.78;0.00;25.88;87
1621;630;48;0.78;0.00;25.88;87
1634;629;48;0.78;0.00;25.88;87
1649;628;48;0.78;0.00;25.88;87
1660;626;49;0.78;0.00;25.88;87
1670;625;49;0.00;0.00;25.88;87
1681;624;49;0.00;0.00;25.88;87
1691;624;49;0.00;0.00;25.88;87
1701;625;49;0.00;0.00;25.88;87
1710;625;49;0.00;0.00;25.88;87
1721;626;49;0.00;0.00;25.88;87
1733;627;49;0.00;0.00;25.88;87
1750;627;49;0.00;-0.78;25.88;87
1760;627;49;0.00;-0.78;25.88;87
1773;627;49;0.00;-0.78;25.88;87
1782;627;49;0.00;-0.78;25.88;87
1791;626;49;0.00;-0.78;25.88;87
1799;626;49;0.00;-0.78;25.88;87
1811;626;49;0.00;-0.78;25.88;87
1820;627;49;0.00;-0.78;25.88;87
1831;627;49;0.00;-0.78;25.88;87
1841;628;49;0.00;-0.78;25.88;87
1850;629;48;0.00;-0.78;25.88;87
1859;630;48;0.00;-0.78;25.88;87
1870;631;48;0.00;-0.78;25.88;87
1879;630;48;0.00;-0.78;25.88;87
1891;630;48;0.00;-0.78;25.88;87
1899;629;48;0.00;-0.78;25.88;87
1910;628;48;0.00;-0.78;25.88;87
1919;628;48;0.00;-0.78;25.88;87
1933;627;48;0.00;-0.78;25.88;87
1939;627;48;0.00;-0.78;25.88;87
1949;627;48;0.00;-0.78;25.88;87
1960;627;48;0.00;-0.78;25.88;87
1969;627;49;0.00;-0.78;25.88;87
1979;627;49;0.00;-0.78;25.88;87
1989;627;49;0.00;-0.78;25.88;87
2001;626;49;0.00;-0.78;25.88;87
2010;625;49;0.00;-0.78;25.88;87
2020;624;49;0.00;-0.78;25.88;87
2033;623;49;0.00;-0.78;25.88;87
2039;622;49;0.00;-0.78;25.88;87
2051;621;49;0.00;-0.78;25.88;87
2061;621;49;0.00;-0.78;26.27;87
2070;621;49;0.00;-0.78;26.27;87
2079;622;49;0.00;-0.78;26.27;87
2090;622;49;0.00;-0.78;26.27;87
2100;622;49;0.00;-0.78;26.27;87
2112;622;49;0.00;-0.78;26.27;87
2121;624;49;0.00;-0.78;26.27;87
2132;625;49;0.00;-0.78;26.27;87
2142;627;49;0.00;-0.78;26.27;87
2150;628;49;0.00;-0.78;26.27;87
2160;629;49;0.00;-0.78;26.27;87
2169;631;49;0.00;-0.78;26.27;87
2180;631;49;0.00;-0.78;26.27;87
2192;630;49;0.00;-0.78;26.27;87
2201;630;49;0.00;-0.78;26.27;87
2210;630;49;0.00;-0.78;26.27;87
2221;630;49;0.00;-0.78;26.27;87
2230;630;49;0.00;-0.78;26.27;87
2242;630;49;0.00;-0.78;26.27;87
2250;631;49;0.00;-0.78;26.27;87
2260;631;49;0.00;-0.78;26.27;87
2269;631;49;0.00;-0.78;26.27;87
2280;632;49;0.00;-0.78;26.27;87
2292;632;49;0.00;-0.78;26.27;87
2300;632;49;0.00;-0.78;26.27;87
2309;631;49;0.00;-0.78;26.27;87
2320;631;49;0.00;-0.78;26.27;87
2340;631;49;0.00;-0.78;26.27;87
2351;630;49;0.00;-0.78;26.27;87
2361;630;49;0.00;-0.78;26.27;87
2371;628;49;0.00;-0.78;25.88;87
2380;626;49;0.00;-0.78;25.88;87
2392;624;49;0.00;-0.78;25.88;87
2402;622;49;0.00;-0.78;25.88;87
2410;620;49;-0.78;-0.78;25.88;87
2421;618;49;-0.78;-0.78;25.88;87
2433;618;49;-0.78;-0.78;26.27;87
2449;618;49;-0.78;-0.78;26.27;87
2461;618;49;-0.78;-0.78;26.27;87
2469;618;49;-0.78;-0.78;26.27;87
2481;619;49;-0.78;-0.78;26.27;87
2489;619;49;-0.78;-0.78;26.27;87
2501;620;49;-0.78;-0.78;26.27;87
2512;620;49;-0.78;-0.78;26.27;87
2520;621;49;-0.78;-0.78;26.27;87
2533;622;49;-0.78;-0.78;26.27;87
2541;623;49;-0.78;-0.78;26.27;87
2550;624;49;-0.78;-0.78;26.27;87
2561;625;49;-0.78;-0.78;26.27;87
2571;627;49;-0.78;-0.78;26.27;87
2581;628;49;-0.78;-0.78;26.27;87
2590;629;49;-0.78;-0.78;26.27;87
2601;631;49;0.00;-0.78;26.27;87
2610;632;49;0.00;-0.78;26.27;87
2620;632;49;0.00;-0.78;26.27;87
2629;631;49;0.00;-0.78;26.27;87
2639;631;49;0.00;-0.78;26.27;87
2651;631;49;0.00;-0.78;26.27;87
2661;630;49;0.00;-0.78;26.27;87
2670;630;49;0.00;-0.78;26.27;87
2682;630;49;0.00;-0.78;26.27;87
2691;630;49;0.00;-0.78;26.27;87
2699;630;49;0.00;-0.78;26.27;87
2710;630;49;0.00;-0.78;26.27;87
2722;630;49;0.00;-0.78;26.27;87
2733;630;49;0.00;-0.78;26.27;87
2751;630;49;0.00;-0.78;26.27;87
2761;630;49;0.00;-0.78;26.27;87
2770;631;49;0.00;-0.78;26.27;87
2782;631;49;0.00;-0.78;26.27;87
2791;631;49;0.00;-0.78;26.27;87
2800;631;49;0.00;-0.78;26.27;87
2811;631;49;0.00;-0.78;26.27;87
2822;630;49;0.00;-0.78;26.27;87
2832;629;49;0.00;-0.78;26.27;87
2841;629;49;0.00;-0.78;26.27;87
2851;628;49;0.00;-0.78;26.27;87
2860;628;49;0.00;-0.78;26.27;87
2870;627;49;0.00;-0.78;25.88;87
2882;627;49;0.00;-0.78;25.88;87
2892;627;49;0.00;-0.78;25.88;87
2902;626;49;0.00;-0.78;25.88;87
2911;626;49;0.00;-0.78;25.88;87
2919;625;49;0.00;-0.78;25.88;87
2933;625;49;0.00;-0.78;25.88;87
2955;625;49;0.00;-0.78;25.88;87
2971;625;49;0.00;-0.78;25.88;87
2980;625;49;0.00;-0.78;25.88;87
2992;625;49;0.00;-0.78;25.88;87
3000;624;49;0.00;-0.78;25.88;87
3010;624;49;0.00;-0.78;25.88;87
3021;624;49;0.00;-0.78;25.88;87
3030;623;49;0.00;-0.78;25.88;87
3039;623;49;0.00;-0.78;25.88;87
3051;623;49;0.00;-0.78;25.88;87
3061;622;49;0.00;-0.78;25.88;87
3071;624;49;0.00;-0.78;26.27;87
3080;625;49;0.00;-0.78;26.27;87
3092;627;49;0.00;-0.78;26.27;87
3100;629;49;0.00;-0.78;26.27;87
3111;630;49;0.00;-0.78;26.27;87
3121;632;49;0.00;0.00;26.27;87
3133;631;49;0.00;0.00;25.88;87
3152;630;49;0.00;0.00;25.88;87
3162;629;49;0.00;0.00;25.88;87
3170;628;48;0.00;0.00;25.88;87
3181;627;48;-0.78;0.00;25.88;87
3191;626;48;-0.78;0.00;25.88;87
3201;626;48;-0.78;0.00;25.88;87
3211;626;48;-0.78;0.00;25.88;87
3221;625;48;-0.78;0.00;25.88;87
3230;625;48;-0.78;0.00;25.88;87
3239;625;48;0.00;0.00;25.88;87
3252;625;48;0.00;0.00;25.88;87
3262;626;48;0.00;0.00;26.27;87
3271;627;48;0.00;0.00;26.27;87
3280;628;48;0.00;0.00;26.27;87
3290;629;49;0.00;0.00;26.27;87
3301;629;49;0.00;0.00;26.27;87
3310;630;49;0.00;0.00;26.27;87
3322;630;49;0.00;0.00;26.27;87
3339;629;49;0.00;0.00;26.27;87
3352;628;49;0.00;0.00;26.27;87
3362;628;49;0.00;0.00;26.27;87
3370;627;49;0.00;0.00;26.27;87
3382;627;49;0.00;0.00;26.27;87
3391;627;49;0.00;0.00;25.88;87
3401;628;49;0.00;0.00;25.88;87
3410;628;49;0.00;0.00;25.88;87
3422;628;49;0.00;0.00;25.88;87
3431;629;49;0.00;0.00;25.88;87
3440;629;49;0.00;0.00;25.88;87
3451;629;49;0.00;0.00;25.88;87
3460;629;49;0.00;0.00;25.88;87
3471;630;49;0.00;0.00;25.88;87
3481;630;48;0.00;0.00;25.88;87
3492;630;48;-0.78;0.00;25.88;87
3503;631;48;-0.78;-0.78;25.88;87
3522;630;48;-0.78;-0.78;25.88;87
3534;630;48;-0.78;-0.78;25.88;87
3553;629;48;-0.78;-0.78;25.88;87
3572;629;49;-0.78;-0.78;25.88;87
3581;628;49;-0.78;-0.78;25.88;87
3590;628;49;-0.78;-0.78;25.88;87
3601;628;49;-0.78;-0.78;25.88;87
3612;628;49;-0.78;-0.78;25.88;87
3621;628;49;-0.78;-0.78;25.88;87
3632;628;49;-0.78;-0.78;25.88;87
3641;627;49;-0.78;-0.78;25.88;87
3651;627;49;-0.78;0.00;25.88;87
3661;629;49;-0.78;0.00;25.88;87
3671;630;49;-0.78;0.00;25.88;87
3681;632;49;-0.78;0.00;25.88;87
3692;633;49;-0.78;0.00;25.88;87
3702;634;49;-0.78;0.00;25.88;87
3713;636;49;-0.78;0.00;25.88;87
3723;636;49;-0.78;0.00;25.88;87
3741;635;49;-0.78;0.00;25.88;87
3751;635;49;-0.78;0.00;25.88;87
3762;634;49;-0.78;0.00;25.88;87
3770;634;49;-0.78;0.00;25.88;87
3780;634;49;-0.78;0.00;25.88;87
3792;633;49;-0.78;0.00;25.49;87
3802;633;49;-0.78;0.00;25.49;87
3812;632;49;-0.78;0.00;25.49;87
3820;631;49;-0.78;0.00;25.49;87
3832;631;49;-0.78;0.00;25.49;87
3840;630;49;-0.78;0.00;25.49;87
3851;631;49;-0.78;0.00;25.49;87
3862;632;49;-0.78;0.00;25.49;87
3871;632;49;-0.78;0.00;25.49;87
3882;633;49;-0.78;0.00;25.49;87
3891;633;49;-0.78;0.00;25.49;87
3900;634;49;-0.78;-0.78;25.49;87
3912;633;49;-0.78;-0.78;25.49;87
3921;631;49;-0.78;-0.78;25.49;87
3932;630;49;-0.78;-0.78;25.49;87
3941;629;49;-0.78;-0.78;25.49;87
3950;628;49;-0.78;-0.78;25.49;87
3962;626;49;-0.78;-0.78;25.49;87
3982;627;49;-0.78;-0.78;25.49;87
3990;627;49;-0.78;-0.78;25.49;87
4001;627;49;-0.78;-0.78;25.49;87
4011;627;49;-0.78;-0.78;25.49;87
4020;627;49;-0.78;-0.78;25.49;87
4033;627;49;-0.78;-0.78;25.49;87
4040;628;49;-0.78;-0.78;25.49;87
4048;629;49;-0.78;-0.78;25.49;87
4061;630;49;-0.78;-0.78;25.49;87
4069;631;48;-0.78;-0.78;25.49;87
4080;632;48;-0.78;-0.78;25.49;87
4091;633;48;-0.78;-0.78;25.49;87
4099;633;48;-0.78;-0.78;25.49;87
4109;633;48;-0.78;-0.78;25.49;87
4120;634;48;-0.78;-0.78;25.49;87
4133;634;48;-0.78;-0.78;25.49;87
4141;634;48;-0.78;-0.78;25.49;87
4149;635;48;-0.78;-0.78;25.49;87
4161;635;48;-0.78;-0.78;25.49;87
4170;635;48;-0.78;-0.78;25.49;87
4179;635;48;-0.78;-0.78;25.49;87
4191;635;48;-0.78;-0.78;25.49;87
4201;635;48;-0.78;-0.78;25.49;87
4210;635;48;-0.78;-0.78;25.49;87
4220;635;48;-0.78;-0.78;25.49;87
4233;634;48;-0.78;-0.78;25.49;87
4250;633;48;-0.78;-0.78;25.49;87
4261;633;48;-0.78;-0.78;25.49;87
4269;632;48;-0.78;-0.78;25.49;87
4281;631;48;-0.78;-0.78;25.49;87
4289;630;48;-0.78;-0.78;25.49;87
4298;629;48;-0.78;-0.78;25.49;87
4311;628;48;-0.78;-0.78;25.49;87
4319;627;48;-0.78;-0.78;25.49;87
4339;626;48;-0.78;-0.78;25.49;87
4351;625;48;-0.78;-0.78;25.49;87
4361;625;48;-0.78;-0.78;25.49;87
4371;626;48;-0.78;-0.78;25.49;87
4379;626;48;-0.78;-0.78;25.49;87
4390;626;48;-0.78;-0.78;25.49;87
4399;626;48;-0.78;-0.78;25.49;87
4411;626;48;-0.78;-1.56;25.49;87
4419;627;48;-0.78;-1.56;25.49;87
4434;627;48;-0.78;-1.56;25.49;87
4449;627;48;-0.78;-1.56;25.49;87
4462;627;48;-0.78;-1.56;25.49;87
4470;628;48;-0.78;-1.56;25.49;87
4479;628;48;-0.78;-1.56;25.49;87
4491;628;48;-0.78;-1.56;25.49;87
4500;628;48;-0.78;-1.56;25.49;87
4511;629;48;-0.78;-1.56;25.49;87
4520;629;48;-0.78;-1.56;25.49;87
4532;629;48;-1.56;-1.56;25.49;87
4539;629;48;-1.56;-1.56;25.49;87
4551;629;48;-1.56;-1.56;25.49;87
4560;629;48;-1.56;-1.56;25.49;87
4572;629;48;-1.56;-1.56;25.49;87
4579;629;48;-1.56;-1.56;25.49;87
4589;629;48;-1.56;-1.56;25.49;87
4602;628;48;-1.56;-1.56;25.49;87
4611;628;48;-1.56;-1.56;25.49;87
4618;629;48;-1.56;-1.56;25.49;87
4632;629;48;-1.56;-1.56;25.49;87
4640;629;49;-1.56;-1.56;25.49;87
4649;629;49;-1.56;-1.56;25.49;87
4662;629;49;-1.56;-1.56;25.49;87
4671;628;49;-1.56;-1.56;25.49;87
4681;628;49;-1.56;-1.56;25.49;87
4689;627;49;-1.56;-1.56;25.49;87
4701;627;49;-1.56;-1.56;25.49;87
4711;626;49;-1.56;-1.56;25.49;87
4719;625;49;-1.56;-1.56;25.49;87
4735;626;49;-1.56;-1.56;25.49;87
4751;626;49;-1.56;-1.56;25.49;87
4762;626;49;-1.56;-1.56;25.49;87
4779;626;48;-1.56;-1.56;25.49;87
4790;626;48;-1.56;-1.56;25.49;87
4800;627;48;-1.56;-1.56;25.49;87
4813;627;48;-1.56;-1.56;25.49;87
4832;627;48;-1.56;-1.56;25.49;87
4841;626;48;-1.56;-1.56;25.49;87
4850;626;48;-1.56;-1.56;25.49;87
4861;626;48;-1.56;-1.56;25.49;87
4868;626;48;-1.56;-1.56;25.49;87
4880;627;48;-1.56;-1.56;25.88;87
4889;627;48;-1.56;-1.56;25.88;87
4901;627;48;-1.56;-1.56;25.88;87
4911;627;48;-1.56;-1.56;25.88;87
4920;628;48;-1.56;-1.56;25.88;87
4933;628;48;-1.56;-1.56;25.88;87
4948;628;48;-1.56;-1.56;25.88;87
4960;629;48;-1.56;-1.56;25.88;87
4969;629;48;-1.56;-1.56;25.88;87
4980;629;48;-1.56;-1.56;25.88;87
4989;630;48;-1.56;-1.56;25.88;87
4999;630;48;-1.56;-1.56;25.88;87
5010;629;48;-1.56;-1.56;25.88;87
5019;628;48;-1.56;-1.56;25.88;87
5032;627;48;-1.56;-1.56;25.88;87
5038;625;49;-1.56;-1.56;25.88;87
5049;624;49;-1.56;-1.56;25.88;87
5063;623;49;-1.56;-1.56;25.88;87
5078;623;49;-1.56;-1.56;25.88;87
5089;623;49;-1.56;-1.56;25.88;87
5100;624;49;-1.56;-1.56;25.88;87
5110;624;49;-1.56;-1.56;25.88;87
5120;624;49;-1.56;-1.56;25.88;87
5132;624;49;-1.56;-1.56;25.88;87
5142;624;49;-1.56;-1.56;25.88;87
5150;624;49;-1.56;-1.56;25.88;87
5161;624;49;-1.56;-1.56;25.88;87
5169;625;48;-1.56;-1.56;25.88;87
5180;625;48;-1.56;-1.56;25.88;87
5189;625;48;-1.56;-1.56;25.88;87
5201;626;48;-1.56;-1.56;25.88;87
5212;626;48;-1.56;-1.56;25.88;87
5233;627;48;-1.56;-1.56;25.88;87
5250;627;49;-1.56;-1.56;25.88;87
5260;628;49;-1.56;-1.56;25.88;87
5270;629;49;-1.56;-1.56;25.88;87
5280;629;49;-1.56;-1.56;25.88;87
5290;630;49;-1.56;-1.56;25.88;87
5299;630;49;-1.56;-1.56;25.88;87
5310;630;49;-1.56;-1.56;25.88;87
5319;631;49;-1.56;-1.56;25.88;87
5340;631;49;-1.56;-0.78;25.88;87
5350;631;49;-1.56;-0.78;25.88;87
5360;631;49;-1.56;-0.78;25.88;87
5369;631;49;-1.56;-0.78;25.88;87
5382;631;49;-1.56;-0.78;25.88;87
5390;631;49;-1.56;-0.78;25.88;87
5398;631;49;-1.56;-0.78;25.88;87
5412;631;49;-1.56;-0.78;25.88;87
5420;630;49;-1.56;-0.78;25.88;87
5433;629;49;-1.56;-0.78;25.88;87
5450;629;49;-1.56;-0.78;25.88;87
5460;628;49;-1.56;-0.78;25.88;87
5470;627;49;-1.56;-0.78;25.88;87
5481;627;49;-1.56;-0.78;25.88;87
5491;627;49;-1.56;-0.78;25.88;87
5500;627;49;-1.56;-0.78;25.88;87
5510;626;49;-1.56;-0.78;25.88;87
5519;626;49;-1.56;-0.78;25.88;87
5534;626;49;-1.56;-0.78;25.88;87
5550;626;49;-1.56;-0.78;25.88;87
5560;626;49;-1.56;-0.78;25.88;87
5569;626;49;-1.56;-0.78;25.88;87
5579;626;49;-1.56;-0.78;25.88;87
5589;626;49;-1.56;-0.78;25.88;87
5599;626;49;-1.56;-1.56;25.88;87
5610;626;49;-1.56;-1.56;25.88;87
5620;626;49;-1.56;-1.56;25.88;87
5631;627;49;-1.56;-1.56;25.88;87
5639;627;49;-1.56;-1.56;25.88;87
5651;627;49;-1.56;-1.56;25.88;87
5660;627;49;-1.56;-1.56;25.88;87
5670;626;49;-1.56;-1.56;25.88;87
5680;625;49;-1.56;-1.56;25.88;88
5689;625;49;-1.56;-1.56;25.88;88
5701;624;49;-1.56;-1.56;25.88;88
5710;624;49;-1.56;-1.56;25.88;88
5720;623;49;-1.56;-1.56;25.88;88
5733;623;49;-1.56;-1.56;25.88;88
5740;624;49;-1.56;-1.56;25.88;88
5751;625;49;-1.56;-1.56;25.88;88
5760;625;49;-1.56;-1.56;25.88;88
5770;626;49;-0.78;-1.56;25.88;88
5782;626;49;-0.78;-1.56;25.88;88
5789;626;49;-0.78;-1.56;25.88;88
5800;625;49;-0.78;-1.56;25.88;88
5810;624;49;-0.78;-1.56;25.88;88
5819;623;49;-0.78;-1.56;25.88;88
5832;622;49;-0.78;-1.56;25.88;88
5842;621;49;-0.78;-1.56;25.88;88
5851;621;49;-0.78;-1.56;25.88;88
5859;620;49;-0.78;-1.56;25.88;88
5870;620;49;-0.78;-1.56;25.88;88
5880;619;49;-0.78;-1.56;25.88;88
5891;619;49;-0.78;-1.56;25.88;88
5901;618;49;-0.78;-1.56;25.88;88
5910;620;49;-0.78;-1.56;25.88;88
5919;621;49;-0.78;-1.56;25.88;88
5932;622;49;-0.78;-1.56;25.88;88
5940;624;49;-0.78;-1.56;25.88;88
5949;625;49;-0.78;-1.56;25.88;88
5960;626;49;-0.78;-1.56;25.88;88
5969;626;49;-0.78;-1.56;25.88;88
5980;627;49;-0.78;-1.56;25.88;88
5989;627;49;-0.78;-1.56;25.88;88
5999;627;49;-0.78;-1.56;25.88;88
6010;628;49;0.00;-1.56;25.88;88
6020;628;49;0.00;-1.56;25.88;88
6031;628;49;0.00;-1.56;25.88;88
6040;629;49;0.00;-1.56;25.88;88
6049;629;49;0.00;-1.56;25.88;88
6060;629;49;0.00;-1.56;25.88;88
6070;629;49;0.00;-1.56;25.88;88
6082;629;49;0.00;-1.56;25.88;88
6090;629;49;0.00;-1.56;25.88;88
6100;629;49;0.00;-1.56;25.88;88
6111;629;49;0.00;-1.56;25.88;88
6120;628;49;0.00;-1.56;25.88;88
6133;628;49;0.00;-1.56;25.88;88
6150;628;49;0.00;-0.78;25.88;88
6162;628;49;0.00;-0.78;25.88;88
6170;628;49;0.00;-0.78;25.88;88
6181;628;49;0.00;-0.78;25.88;88
6189;627;49;0.00;-0.78;25.88;88
6199;627;49;-0.78;-0.78;25.88;88
6210;627;49;-0.78;-0.78;25.88;88
6219;627;49;-0.78;-0.78;25.88;88
6232;626;49;-0.78;-0.78;25.88;88
6249;626;49;-0.78;-0.78;25.88;88
6261;626;49;-0.78;-0.78;25.88;88
6270;625;49;-0.78;-0.78;25.88;88
6279;625;49;-0.78;-0.78;25.88;88
6290;625;49;-0.78;-0.78;25.88;88
6301;625;49;-0.78;-0.78;25.88;88
6310;625;49;-0.78;-0.78;25.88;88
6319;626;49;-0.78;-0.78;25.88;88
6337;626;49;-0.78;-0.78;25.88;88
6352;626;49;-0.78;-0.78;25.88;88
6361;627;49;-0.78;-0.78;25.88;88
6369;627;49;-0.78;-0.78;25.88;88
6381;628;49;-0.78;-0.78;25.88;88
6390;628;49;-0.78;-0.78;25.88;88
6400;628;49;-0.78;-0.78;25.88;88
6410;629;49;-0.78;-0.78;25.88;88
6419;630;49;-0.78;-0.78;25.88;88
6432;630;49;-0.78;-0.78;25.88;88
6439;631;49;-0.78;-0.78;25.88;88
6451;632;49;-0.78;-0.78;25.88;88
6460;632;49;-0.78;-0.78;25.88;88
6469;633;49;-0.78;-0.78;25.88;88
6480;633;49;-0.78;-0.78;25.88;88
6491;633;49;-0.78;-0.78;25.88;88
6500;633;49;-0.78;-0.78;25.88;88
6509;632;49;-0.78;-0.78;25.88;88
6519;632;49;-0.78;-0.78;25.88;88
6531;632;49;-0.78;-0.78;25.88;88
6539;631;49;-0.78;-0.78;25.49;88
6550;630;49;-0.78;-0.78;25.49;88
6562;629;49;-0.78;-0.78;25.49;88
6571;628;49;-0.78;-0.78;25.49;88
6579;628;49;-0.78;-0.78;25.49;88
6591;627;49;-0.78;-0.78;25.49;88
6599;626;49;-0.78;-0.78;25.49;88
6611;625;49;-0.78;-0.78;25.49;88
6619;624;49;-0.78;-0.78;25.49;88
6630;624;49;-0.78;-0.78;25.49;88
6641;623;49;0.00;-0.78;25.49;88
6650;622;49;0.00;-0.78;25.49;88
6661;623;49;0.00;-0.78;25.49;88
6669;624;49;0.00;-0.78;25.49;88
6680;626;49;0.00;-0.78;25.49;88
6690;627;49;0.00;-0.78;25.49;88
