time(ms);RPM(1/min);MAP(kPa);IAT2(°C);TP_REL(%);FRP(kPa);SHRTFT1(%);SHRTFT2(%);LOAD(%);TCBP_DSD(kPa);WGATE_PRES(kPa);FUELSYS_A_PCTB1(%);FUELSYS_B_PCTB1(%)
0;634;-;-;-;-;-;-;-;-;-;-;-
0;634;60.0;-;-;-;-;-;-;-;-;-;-
11;633;60.0;53;-;-;-;-;-;-;-;-;-
21;632;60.0;53;3.53;-;-;-;-;-;-;-;-
30;632;60.0;53;3.53;8190.0;-;-;-;-;-;-;-
40;631;60.0;53;3.53;8190.0;-0.78;-;-;-;-;-;-
50;631;60.0;53;3.53;8190.0;-0.78;-2.34;-;-;-;-;-
59;630;61.0;53;3.53;8190.0;-0.78;-2.34;50.98;-;-;-;-
71;630;61.0;53;3.53;8190.0;-0.78;-2.34;50.98;98.8;-;-;-
80;629;61.0;53;3.53;8190.0;-0.78;-2.34;50.98;98.8;98.0;-;-
88;628;61.0;53;3.53;8190.0;-0.78;-2.34;50.98;98.8;98.0;0.00;100.00
106;628;61.0;53;3.53;8190.0;-0.78;-2.34;50.98;98.8;98.0;0.00;100.00
120;628;61.0;53;3.53;8190.0;-0.78;-2.34;50.98;98.8;98.0;0.00;100.00
129;629;61.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
140;629;61.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
148;629;61.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
162;630;61.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
170;630;61.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
179;630;60.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
191;631;60.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
200;631;60.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
212;631;60.0;53;3.53;8190.0;-0.78;-2.34;51.37;98.8;98.0;0.00;100.00
236;632;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
250;631;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
259;630;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
270;629;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
278;628;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
289;628;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
300;627;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
312;626;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
320;625;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
331;624;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
338;623;60.0;53;3.53;8190.0;0.00;-2.34;51.37;98.8;98.0;0.00;100.00
355;623;60.0;53;3.53;8190.0;0.78;-2.34;51.37;98.8;98.0;0.00;100.00
369;623;60.0;53;3.53;8190.0;0.78;-1.56;51.37;98.8;98.0;0.00;100.00
380;624;60.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
389;625;60.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
398;626;60.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
416;626;60.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
431;627;60.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
441;628;61.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
450;628;61.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
462;629;61.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
471;630;61.0;53;3.53;8190.0;0.78;-1.56;51.76;98.8;98.0;0.00;100.00
486;631;61.0;53;3.53;8190.0;1.56;-1.56;51.76;98.8;98.0;0.00;100.00
500;631;61.0;53;3.53;8190.0;1.56;-1.56;51.76;98.8;98.0;0.00;100.00
513;631;61.0;53;3.53;8190.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
531;631;61.0;53;3.53;8190.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
540;631;61.0;53;3.53;8190.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
550;631;61.0;53;3.53;8190.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
562;631;61.0;53;3.53;8200.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
571;631;61.0;53;3.53;8200.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
580;631;61.0;53;3.53;8200.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
590;631;61.0;53;3.53;8210.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
600;631;61.0;53;3.53;8210.0;1.56;-1.56;51.37;98.8;98.0;0.00;100.00
617;631;61.0;53;3.53;8220.0;2.34;-1.56;51.37;98.8;98.0;0.00;100.00
629;631;61.0;53;3.53;8220.0;2.34;-1.56;51.37;98.8;98.0;0.00;100.00
641;631;61.0;53;3.53;8220.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
651;631;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
662;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
671;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
680;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
690;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
702;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
709;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
721;630;61.0;53;3.53;8230.0;2.34;-1.56;51.76;98.8;98.0;0.00;100.00
738;630;61.0;53;3.53;8230.0;3.13;-1.56;51.76;98.8;98.0;0.00;100.00
750;629;61.0;53;3.53;8230.0;3.13;-1.56;51.76;98.8;98.0;0.00;100.00
759;629;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
771;629;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
780;629;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
792;629;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
801;629;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
813;629;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
829;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
840;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
850;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
866;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
881;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
890;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
899;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
911;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
919;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
931;628;61.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
939;628;60.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
951;628;60.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
962;628;60.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
971;628;60.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
987;628;60.0;53;3.53;8230.0;3.13;-1.56;51.37;98.8;98.0;0.00;100.00
1000;628;60.0;53;3.53;8230.0;3.13;-0.78;51.37;98.8;98.0;0.00;100.00
1013;628;60.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1031;628;60.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1040;627;61.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1049;627;61.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1060;627;61.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1071;627;61.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1077;627;61.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1091;626;61.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1102;626;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1127;626;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1140;626;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1150;626;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1162;626;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1178;626;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1192;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1212;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1227;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1238;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1251;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1260;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1275;627;62.0;53;3.53;8230.0;3.13;-0.78;51.76;98.8;98.0;0.00;100.00
1288;628;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1299;628;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1309;628;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1320;628;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1331;628;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1341;629;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1350;629;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1361;629;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1367;629;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1379;629;62.0;53;3.53;8230.0;3.13;0.00;51.76;98.8;98.0;0.00;100.00
1397;630;62.0;53;3.53;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1413;630;62.0;53;3.53;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1428;631;62.0;53;3.53;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1439;631;61.0;53;3.53;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1448;632;61.0;53;3.53;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1460;632;61.0;53;3.53;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1469;633;60.0;53;3.14;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1480;633;60.0;53;3.14;8230.0;2.34;0.00;51.76;98.8;98.0;0.00;100.00
1489;634;59.0;53;3.14;8230.0;2.34;0.00;51.37;98.8;98.0;0.00;100.00
1499;634;59.0;53;3.14;8230.0;2.34;0.00;51.37;98.8;98.0;0.00;100.00
1510;635;59.0;53;3.14;8230.0;2.34;0.00;50.98;98.8;98.0;0.00;100.00
1525;635;58.0;53;3.14;8230.0;2.34;0.00;50.98;98.8;98.0;0.00;100.00
1537;635;58.0;53;2.75;8230.0;2.34;0.00;50.59;98.8;98.0;0.00;100.00
1549;635;58.0;53;2.75;8230.0;2.34;0.00;50.59;98.8;98.0;0.00;100.00
1560;634;58.0;53;2.75;8230.0;2.34;0.00;50.20;98.8;98.0;0.00;100.00
1571;634;57.0;53;2.75;8230.0;2.34;0.00;50.20;98.8;98.0;0.00;100.00
1579;634;57.0;53;2.75;8230.0;2.34;0.00;49.80;98.8;98.0;0.00;100.00
1588;634;57.0;53;2.75;8230.0;2.34;0.00;49.80;98.8;98.0;0.00;100.00
1600;633;57.0;53;2.75;8230.0;2.34;0.00;49.41;98.8;98.0;0.00;100.00
1613;633;57.0;53;2.75;8230.0;2.34;0.00;49.41;98.8;98.0;0.00;100.00
1631;633;57.0;53;3.14;8230.0;2.34;0.00;49.02;98.8;98.0;0.00;100.00
1639;633;56.0;53;3.14;8230.0;2.34;0.00;49.02;98.8;98.0;0.00;100.00
1655;632;56.0;53;3.14;8230.0;1.56;0.00;48.63;98.8;98.0;0.00;100.00
1668;633;56.0;53;3.14;8230.0;1.56;0.00;48.63;98.8;98.0;0.00;100.00
1680;633;56.0;53;3.14;8230.0;1.56;0.00;48.24;98.8;98.0;0.00;100.00
1690;634;56.0;53;3.14;8230.0;1.56;0.00;48.24;98.8;98.0;0.00;100.00
1699;634;55.0;53;3.14;8230.0;1.56;0.00;47.84;98.8;98.0;0.00;100.00
1711;635;55.0;53;3.14;8230.0;1.56;0.00;47.84;98.8;98.0;0.00;100.00
1719;636;55.0;53;3.14;8230.0;1.56;0.00;47.45;98.8;98.0;0.00;100.00
1728;636;55.0;53;3.14;8230.0;1.56;0.00;47.45;98.8;98.0;0.00;100.00
1740;637;55.0;53;3.14;8230.0;1.56;0.00;47.45;98.8;98.0;0.00;100.00
1748;637;55.0;53;3.14;8230.0;1.56;0.00;47.06;98.8;98.0;0.00;100.00
1760;638;54.0;53;3.14;8230.0;1.56;0.00;47.06;98.8;98.0;0.00;100.00
1774;638;54.0;53;3.14;8230.0;1.56;0.00;47.06;98.8;98.0;0.00;100.00
1791;638;54.0;53;3.14;8230.0;1.56;0.00;47.06;98.8;98.0;0.00;100.00
1800;639;54.0;53;3.14;8230.0;1.56;0.00;46.67;98.8;98.0;0.00;100.00
1811;639;54.0;53;3.14;8230.0;1.56;0.00;46.67;98.8;98.0;0.00;100.00
1821;639;54.0;53;3.14;8230.0;1.56;0.00;46.67;98.8;98.0;0.00;100.00
1829;639;54.0;53;3.14;8230.0;1.56;0.00;46.67;98.8;98.0;0.00;100.00
1838;639;54.0;53;3.14;8230.0;1.56;0.00;46.27;98.8;98.0;0.00;100.00
1851;640;53.0;53;3.14;8230.0;1.56;0.00;46.27;98.8;98.0;0.00;100.00
1859;640;53.0;53;3.14;8230.0;1.56;0.00;46.27;98.8;98.0;0.00;100.00
1868;640;53.0;53;3.14;8230.0;1.56;0.00;45.88;98.8;98.0;0.00;100.00
1878;640;53.0;53;3.14;8230.0;1.56;0.00;45.88;98.8;98.0;0.00;100.00
1898;641;53.0;53;3.14;8230.0;1.56;0.00;45.88;98.8;98.0;0.00;100.00
1910;639;53.0;53;3.14;8230.0;1.56;0.00;45.88;98.8;98.0;0.00;100.00
1918;638;53.0;53;3.14;8230.0;1.56;0.00;45.49;98.8;98.0;0.00;100.00
1929;637;53.0;53;3.14;8230.0;1.56;0.00;45.49;98.8;98.0;0.00;100.00
1939;636;53.0;53;3.14;8230.0;1.56;0.00;45.49;98.8;98.0;0.00;100.00
1949;635;53.0;53;3.14;8230.0;1.56;0.00;45.49;98.8;98.0;0.00;100.00
1960;634;53.0;53;3.14;8230.0;1.56;0.00;45.10;98.8;98.0;0.00;100.00
1969;633;52.0;53;3.14;8230.0;1.56;0.00;45.10;98.8;98.0;0.00;100.00
1979;632;52.0;53;3.14;8230.0;1.56;0.00;45.10;98.8;98.0;0.00;100.00
1988;630;52.0;53;3.53;8230.0;1.56;0.00;45.10;98.8;98.0;0.00;100.00
1998;629;52.0;53;3.53;8230.0;1.56;0.00;44.71;98.8;98.0;0.00;100.00
2015;628;52.0;53;3.53;8230.0;0.78;0.00;44.71;98.8;98.0;0.00;100.00
2029;629;52.0;53;3.53;8230.0;0.78;-0.78;44.71;98.8;98.0;0.00;100.00
2041;629;52.0;53;3.53;8230.0;0.78;-0.78;44.71;98.8;98.0;0.00;100.00
2049;630;52.0;53;3.53;8230.0;0.78;-0.78;44.71;98.8;98.0;0.00;100.00
2061;631;52.0;53;3.53;8230.0;0.78;-0.78;44.71;98.8;98.0;0.00;100.00
2071;631;52.0;53;3.53;8230.0;0.78;-0.78;44.31;98.8;98.0;0.00;100.00
2077;632;52.0;53;3.53;8230.0;0.78;-0.78;44.31;98.8;98.0;0.00;100.00
2091;633;53.0;53;3.53;8230.0;0.00;-0.78;44.31;98.8;98.0;0.00;100.00
2111;633;53.0;53;3.53;8230.0;0.00;-0.78;44.31;98.8;98.0;0.00;100.00
2121;634;53.0;53;3.53;8230.0;0.00;-1.56;44.31;98.8;98.0;0.00;100.00
2129;634;53.0;53;3.53;8230.0;0.00;-1.56;44.31;98.8;98.0;0.00;100.00
2145;635;53.0;53;3.53;8230.0;-0.78;-1.56;44.31;98.8;98.0;0.00;100.00
2164;635;53.0;53;3.53;8230.0;-0.78;-1.56;44.31;98.8;98.0;0.00;100.00
2179;634;53.0;53;3.53;8230.0;-0.78;-1.56;44.31;98.8;98.0;0.00;100.00
2189;634;53.0;53;3.53;8230.0;-0.78;-1.56;44.31;98.8;98.0;0.00;100.00
2201;634;53.0;53;3.53;8230.0;-1.56;-2.34;44.31;98.8;98.0;0.00;100.00
2210;633;53.0;53;3.53;8230.0;-1.56;-2.34;44.31;98.8;98.0;0.00;100.00
2217;633;53.0;53;3.53;8230.0;-1.56;-2.34;44.31;98.8;98.0;0.00;100.00
2230;633;54.0;53;3.53;8230.0;-1.56;-2.34;44.31;98.8;98.0;0.00;100.00
2239;632;54.0;53;3.53;8230.0;-1.56;-3.13;44.31;98.8;98.0;0.00;100.00
2249;632;54.0;53;3.53;8230.0;-1.56;-3.13;44.31;98.8;98.0;0.00;100.00
2261;631;54.0;53;3.53;8230.0;-1.56;-3.13;44.31;98.8;98.0;0.00;100.00
2274;631;54.0;53;3.53;8230.0;-2.34;-3.13;44.31;98.8;98.0;0.00;100.00
2288;631;54.0;53;3.53;8230.0;-2.34;-3.91;44.31;98.8;98.0;0.00;100.00
2298;631;54.0;53;3.53;8230.0;-2.34;-3.91;44.71;98.8;98.0;0.00;100.00
2311;632;54.0;53;3.53;8230.0;-2.34;-3.91;44.71;98.8;98.0;0.00;100.00
2320;632;54.0;53;3.53;8230.0;-2.34;-3.91;44.71;98.8;98.0;0.00;100.00
2329;632;54.0;53;3.53;8230.0;-2.34;-4.69;44.71;98.8;98.0;0.00;100.00
2341;632;54.0;53;3.53;8230.0;-2.34;-4.69;44.71;98.8;98.0;0.00;100.00
2348;632;54.0;53;3.53;8230.0;-2.34;-4.69;44.71;98.8;98.0;0.00;100.00
2360;633;54.0;53;3.53;8230.0;-2.34;-4.69;44.71;98.8;98.0;0.00;100.00
2371;633;54.0;53;3.53;8230.0;-2.34;-5.47;44.71;98.8;98.0;0.00;100.00
2380;633;54.0;53;3.53;8230.0;-2.34;-5.47;44.71;98.8;98.0;0.00;100.00
2395;633;54.0;53;3.53;8230.0;-3.13;-5.47;44.71;98.8;98.0;0.00;100.00
2416;635;54.0;53;3.53;8230.0;-3.13;-5.47;44.71;98.8;98.0;0.00;100.00
2428;637;54.0;53;3.53;8230.0;-3.13;-5.47;45.10;98.8;98.0;0.00;100.00
2440;639;53.0;53;3.53;8230.0;-3.13;-5.47;45.10;98.8;98.0;0.00;100.00
2450;641;53.0;53;3.53;8230.0;-3.13;-6.25;45.10;98.8;98.0;0.00;100.00
2462;643;53.0;53;3.53;8230.0;-3.13;-6.25;45.10;98.8;98.0;0.00;100.00
2469;645;53.0;53;3.14;8230.0;-3.13;-6.25;45.10;98.8;98.0;0.00;100.00
2481;647;52.0;53;3.14;8230.0;-3.13;-6.25;45.10;98.8;98.0;0.00;100.00
2490;649;52.0;53;3.14;8230.0;-3.13;-6.25;44.71;98.8;98.0;0.00;100.00
2499;651;52.0;53;3.14;8230.0;-3.13;-6.25;44.71;98.8;98.0;0.00;100.00
2511;653;52.0;53;3.14;8230.0;-3.13;-6.25;44.31;98.8;98.0;0.00;100.00
2526;655;51.0;53;3.14;8230.0;-3.13;-6.25;43.92;98.8;98.0;0.00;100.00
2540;654;51.0;53;2.75;8230.0;-3.13;-7.03;43.92;98.8;98.0;0.00;100.00
2549;652;51.0;53;2.75;8230.0;-3.13;-7.03;43.53;98.8;98.0;0.00;100.00
2561;651;51.0;53;2.75;8230.0;-3.13;-7.03;43.53;98.8;98.0;0.00;100.00
2570;649;52.0;53;3.14;8230.0;-3.13;-7.03;43.14;98.8;98.0;0.00;100.00
2579;648;52.0;53;3.92;8230.0;-3.13;-7.03;42.75;98.8;98.0;0.00;100.00
2590;646;52.0;53;4.31;8230.0;-3.13;-7.03;42.75;98.8;98.0;0.00;100.00
2599;645;52.0;53;4.71;8230.0;-3.13;-7.03;42.35;98.8;98.0;0.00;100.00
2611;643;52.0;53;5.49;8230.0;-2.34;-6.25;43.53;98.8;98.0;0.00;100.00
2619;641;52.0;53;5.88;8230.0;-2.34;-6.25;44.71;98.8;98.0;0.00;100.00
2629;640;53.0;53;6.67;8230.0;-2.34;-6.25;45.88;98.8;98.0;0.00;100.00
2646;638;53.0;53;7.06;8230.0;-2.34;-6.25;47.06;98.8;98.0;0.00;100.00
2662;642;53.0;53;7.45;8230.0;-2.34;-5.47;48.24;98.8;98.0;0.00;100.00
2670;646;56.0;53;8.24;8230.0;-2.34;-5.47;49.80;98.8;98.0;0.00;100.00
2680;650;58.0;53;8.63;8230.0;-1.56;-5.47;50.98;98.8;98.0;0.00;100.00
2688;654;61.0;53;8.63;8230.0;-1.56;-5.47;52.16;98.8;98.0;0.00;100.00
2702;657;64.0;53;8.63;8230.0;-1.56;-4.69;53.33;98.8;98.0;0.00;100.00
2711;661;67.0;53;9.02;8230.0;-1.56;-4.69;54.51;98.8;98.0;0.00;100.00
2720;665;69.0;53;9.02;8230.0;-1.56;-4.69;55.69;98.8;98.0;0.00;100.00
2731;669;72.0;53;9.02;8230.0;-1.56;-4.69;58.04;98.8;98.0;0.00;100.00
2739;673;75.0;53;9.02;8230.0;-1.56;-3.91;60.78;98.8;98.0;0.00;100.00
2749;676;78.0;53;9.02;8230.0;-1.56;-3.91;63.14;98.8;98.0;0.00;100.00
2766;680;80.0;53;9.02;8230.0;-1.56;-3.91;65.49;98.8;98.0;0.00;100.00
2778;696;83.0;53;9.41;8230.0;-1.56;-3.91;68.24;98.8;98.0;0.00;100.00
2790;713;83.0;53;9.41;8230.0;-1.56;-3.91;70.59;98.8;98.0;0.00;100.00
2800;729;84.0;53;9.41;8230.0;-1.56;-3.91;73.33;98.8;98.0;0.00;100.00
2812;745;84.0;53;9.41;8230.0;-1.56;-3.13;75.69;98.8;98.0;0.00;100.00
2829;762;84.0;53;9.41;8230.0;-1.56;-3.13;78.04;98.8;98.0;0.00;100.00
2841;778;84.0;53;9.41;8230.0;-1.56;-3.13;80.78;98.8;98.0;0.00;100.00
2850;794;85.0;53;9.41;8230.0;-1.56;-3.13;83.14;98.8;98.0;0.00;100.00
2862;811;85.0;53;9.41;8230.0;-1.56;-3.13;83.14;98.8;98.0;0.00;100.00
2880;827;85.0;53;9.41;8230.0;-1.56;-3.13;83.14;98.8;98.0;0.00;100.00
2890;843;85.0;53;9.41;8230.0;-1.56;-3.13;82.75;98.9;98.0;0.00;100.00
2906;860;86.0;53;9.41;8230.0;-0.78;-3.13;82.75;98.9;98.0;0.00;100.00
2919;877;86.0;53;9.41;8230.0;-0.78;-3.13;82.75;98.9;98.0;0.00;100.00
2930;894;86.0;53;9.41;8230.0;-0.78;-3.13;82.75;98.9;98.0;0.00;100.00
2939;912;85.0;53;9.41;8230.0;-0.78;-3.13;82.75;98.9;98.0;0.00;100.00
2949;929;85.0;53;9.41;8230.0;-0.78;-3.13;82.75;98.9;97.5;0.00;100.00
2960;947;84.0;53;9.41;8230.0;-0.78;-3.13;82.35;98.9;97.5;0.00;100.00
2971;964;84.0;53;9.02;8230.0;-0.78;-3.13;82.35;98.9;97.5;0.00;100.00
2980;982;83.0;53;9.02;8230.0;0.00;-3.13;82.35;98.9;97.5;0.00;100.00
2989;999;83.0;53;9.02;8230.0;0.00;-2.34;80.39;98.9;97.5;0.00;100.00
2998;1017;82.0;53;9.02;8230.0;0.00;-2.34;78.43;98.9;97.5;0.00;100.00
3011;1034;82.0;53;9.02;8230.0;0.00;-2.34;76.08;98.9;95.5;0.00;100.00
3024;1051;81.0;53;9.02;8230.0;0.78;-1.56;74.12;98.9;94.0;0.00;100.00
3040;1062;81.0;53;8.63;8230.0;0.78;-1.56;72.16;98.9;92.0;0.00;100.00
3049;1072;80.0;53;8.63;8230.0;0.78;-0.78;70.20;98.9;90.5;0.00;100.00
3061;1082;79.0;53;8.63;8230.0;0.78;-0.78;68.24;98.9;88.5;0.00;100.00
3069;1092;78.0;53;8.63;8230.0;1.56;-0.78;66.27;98.9;87.0;0.00;100.00
3079;1102;77.0;53;8.63;8230.0;1.56;0.00;63.92;98.9;85.0;0.00;100.00
3088;1113;76.0;53;8.63;8230.0;1.56;0.00;61.96;98.9;83.5;0.00;100.00
3101;1123;75.0;53;8.63;8230.0;1.56;0.00;60.00;98.9;81.5;0.00;100.00
3112;1133;74.0;53;8.63;8230.0;2.34;0.00;59.22;98.9;80.0;0.00;100.00
3129;1143;73.0;53;8.63;8230.0;2.34;0.78;58.82;98.9;78.0;0.00;100.00
3140;1153;72.0;53;8.63;8230.0;2.34;0.78;58.04;98.9;77.0;0.00;100.00
3156;1164;71.0;53;8.63;8230.0;2.34;0.78;57.25;98.9;76.5;0.00;100.00
3170;1166;70.0;53;8.63;8230.0;2.34;0.78;56.47;98.9;75.5;0.00;100.00
3180;1168;70.0;53;8.63;8230.0;2.34;0.78;56.08;98.9;75.0;0.00;100.00
3189;1169;70.0;53;8.63;8230.0;3.13;0.78;55.29;98.9;74.0;0.00;100.00
3199;1171;71.0;53;8.63;8230.0;3.13;1.56;54.51;98.9;73.5;0.00;100.00
3211;1173;71.0;53;8.63;8230.0;3.13;1.56;53.73;98.9;72.5;0.00;100.00
3220;1175;71.0;53;8.63;8230.0;3.13;1.56;53.33;98.9;72.0;0.00;100.00
3229;1177;71.0;53;8.63;8230.0;3.13;1.56;52.55;98.9;71.0;0.00;100.00
3240;1179;71.0;53;8.63;8230.0;3.13;1.56;52.16;98.9;70.5;0.00;100.00
3249;1181;71.0;53;8.63;8230.0;3.13;1.56;51.37;98.9;69.5;0.00;100.00
3261;1183;72.0;53;8.63;8230.0;3.13;1.56;50.98;98.9;69.0;0.00;100.00
