time(ms);RPM(1/min);IAT2(°C);SHRTFT1(%);SHRTFT2(%);LOAD(%);ECT(°C)
5514;616;41;-3.13;-3.91;24.71;83
5520;615;41;-3.13;-3.91;24.71;83
5532;616;41;-3.13;-3.91;24.71;83
5541;616;41;-3.13;-3.91;24.71;83
5554;617;41;-3.13;-3.91;24.71;83
5561;618;41;-3.13;-3.91;24.71;83
5572;618;41;-3.91;-3.91;24.71;83
5587;619;41;-3.91;-3.91;24.71;83
5602;619;41;-3.91;-3.91;24.71;83
5611;619;41;-3.91;-3.91;24.71;83
5623;619;41;-3.91;-3.91;24.71;83
5631;620;41;-3.91;-3.91;24.71;83
5642;620;41;-3.91;-3.91;24.71;83
5651;620;41;-3.91;-3.91;24.71;83
5663;620;41;-3.91;-3.91;24.71;83
5671;620;41;-3.91;-3.91;24.71;83
5683;619;41;-3.91;-3.91;24.71;83
5692;619;41;-3.91;-3.91;24.71;83
5701;619;41;-3.91;-3.91;24.71;83
5710;619;41;-3.91;-3.91;24.71;83
5721;619;41;-3.91;-3.91;24.71;83
5730;619;41;-3.91;-3.91;24.71;83
5740;620;41;-3.91;-3.91;24.71;83
5751;620;41;-3.91;-3.91;24.71;83
5762;621;41;-3.91;-3.91;24.71;83
5771;621;41;-3.91;-3.91;24.71;83
5783;621;41;-3.91;-3.91;25.10;83
5792;621;41;-3.91;-3.91;25.10;83
5801;621;41;-3.91;-3.91;25.10;83
5811;620;41;-3.91;-3.91;25.10;83
5822;620;41;-3.91;-3.91;25.10;83
5832;620;41;-3.91;-4.69;25.10;83
5841;619;41;-3.91;-4.69;24.71;83
5852;618;41;-3.91;-4.69;24.71;83
5860;617;41;-3.91;-4.69;24.71;83
5872;616;41;-3.91;-4.69;24.71;83
5883;615;41;-3.91;-4.69;24.71;83
5890;614;41;-3.91;-4.69;24.71;83
5901;613;41;-3.91;-4.69;24.71;83
5910;613;41;-3.91;-4.69;24.71;83
5922;613;41;-3.91;-4.69;24.71;83
5933;612;41;-3.91;-4.69;24.71;83
5942;612;41;-3.91;-4.69;24.71;83
5950;611;41;-3.91;-4.69;24.71;83
5961;613;41;-3.91;-4.69;25.10;83
5971;614;41;-3.91;-4.69;25.10;83
5984;615;41;-3.91;-4.69;25.10;83
5990;617;41;-3.91;-4.69;25.10;83
6000;618;41;-3.91;-4.69;25.10;83
6011;619;41;-3.91;-4.69;25.10;83
6021;620;41;-3.91;-4.69;25.10;83
6031;620;41;-3.91;-4.69;25.10;83
6040;621;41;-3.91;-4.69;25.10;83
6052;622;41;-3.91;-4.69;25.10;83
6060;622;41;-3.91;-4.69;25.10;83
6074;623;41;-3.91;-4.69;25.10;83
6085;622;41;-3.91;-4.69;25.10;83
6101;622;41;-3.91;-4.69;25.10;83
6114;622;41;-3.91;-4.69;25.10;83
6123;621;41;-3.91;-4.69;25.10;83
6133;621;41;-3.91;-4.69;25.10;83
6141;621;41;-3.91;-4.69;25.10;83
6151;620;41;-3.91;-4.69;25.10;83
6161;620;41;-3.91;-4.69;25.10;83
6171;619;41;-3.91;-4.69;25.10;83
6182;619;41;-3.91;-4.69;25.10;83
6192;619;41;-3.91;-4.69;25.10;83
6201;618;41;-3.91;-4.69;25.10;83
6213;618;41;-3.91;-4.69;25.10;83
